sku_id,WAPE_hybride,WAPE_naive,biais_pct_hybride,volume_reel
SKU001,0.5893327546764416,0.817981002871659,-0.09380308694504014,9054.0
SKU002,0.6658254368736637,0.938663282571912,-0.0845813758553573,4728.0
SKU003,0.6940364300229694,0.9544447959506486,-0.08424193121411716,3161.0
SKU004,0.5957621315768276,0.8156121610517666,-0.08712563557672492,12170.0
SKU005,0.6162449841505736,0.8728813559322034,-0.06430838633982283,7552.0
SKU006,0.5974804435095112,0.8479109165318359,-0.08135487782164341,10507.0
SKU007,0.9845975082554401,1.2134453781512604,0.0031784917285153647,1190.0
SKU008,1.0945082187741584,1.3213872832369942,0.02251812204781256,865.0
SKU009,0.9964740031554594,1.2640812557710064,-0.0681844506582131,1083.0
SKU010,1.4638730744192698,1.5142857142857142,0.01447584422653203,385.0
SKU011,0.8152991758339598,1.09805924412666,-0.08207610423439249,1958.0
SKU012,0.9098447936905047,1.1513828238719068,0.022985516156701857,1374.0
SKU013,1.5158115769150566,1.6006191950464397,0.02253546976103471,323.0
SKU014,1.0877520809257628,1.2632226322263223,0.014831295624710306,813.0
SKU015,0.6067030576382708,0.8275639647387658,-0.11240515542325036,9302.0
SKU016,0.6608389666604678,0.9106573069559668,-0.04198734371928814,4701.0
SKU017,0.5826049299457444,0.8044405962026099,-0.1097478941047576,16169.0
SKU018,0.619828958826238,0.8843714256004991,-0.0741342925495947,9617.0
SKU019,0.5703867733905604,0.8153611745965788,-0.10036990392503564,14439.0
SKU020,0.6403292661008829,0.8641581632653061,-0.07580188218294415,6272.0
SKU021,1.3150857755679968,1.4856596558317399,-0.010417242927349912,523.0
SKU022,1.323207164188288,1.4904942965779469,-0.014130857723357093,526.0
SKU023,0.8166624523094221,1.1006111894687354,0.03192672828966647,2127.0
SKU024,0.7945832067623939,1.021139705882353,-0.008471870627899336,2176.0
SKU025,0.680806337147851,0.926279501458499,-0.0869505884261692,3771.0
SKU026,1.0388207235764824,1.2944269190325972,-0.0760453769363072,951.0
SKU027,1.1459255351655422,1.2239185750636132,0.02569435359821104,786.0
SKU028,0.9829904738004899,1.2023026315789473,0.004926815800884166,1216.0
SKU029,1.788669318828961,1.7777777777777777,0.03572622859763963,126.0
SKU030,1.1165896443240844,1.3159303882195448,-0.15261438870599586,747.0
SKU031,1.1910681605502262,1.3021148036253776,-0.1345194051464088,662.0
SKU032,0.6292467538997629,0.920625834764358,-0.09228135490335787,5241.0
SKU033,0.7096441807145438,0.9959266802443992,-0.12051503947797515,3437.0
SKU034,0.7360145415477701,0.985239852398524,-0.07947282796110722,2710.0
SKU035,0.8777024144846843,1.150778816199377,-0.03173122344222057,1605.0
SKU036,0.6861308781622861,0.9911678115799804,-0.027982391730832834,4076.0
SKU037,0.8794667115317247,1.1428571428571428,0.08055081145009724,1932.0
SKU038,0.6829797480450283,0.9474671669793621,-0.026117369797428958,5330.0
SKU039,1.7751701321075308,1.7407407407407407,0.04770853062709124,162.0
SKU040,1.0531981353696447,1.3205944798301485,-0.02858300376457934,942.0
SKU041,0.7728673677877104,1.0826513911620295,0.0007786568991052789,2444.0
SKU042,0.6986181458371417,0.948936170212766,-0.02486125321979693,3760.0
SKU043,0.6737375856685707,0.8950119799607928,-0.10527733924399929,4591.0
SKU044,0.7074490244893333,0.9725151805688719,-0.13280723564980468,3129.0
SKU045,1.7291626621787817,1.5616438356164384,-0.01849640214414716,146.0
SKU046,1.2049746780069024,1.3844961240310079,-0.06207410608883157,645.0
SKU047,0.7617541062133604,1.0278460278460277,-0.06483228006823472,2442.0
SKU048,1.9352471683685255,2.168831168831169,0.08220972066996746,77.0
SKU049,1.265862183478778,1.5623836126629422,-0.12562446052072274,537.0
SKU050,1.2304379025411663,1.4020797227036395,-0.08504986312781948,577.0
SKU051,0.8516862403812612,1.099945681694731,-0.06536817298258002,1841.0
SKU052,0.6522289882895282,0.8700435955989205,-0.10689685747820932,4817.0
SKU053,0.7129002773468678,0.9994288977727013,-0.06086797385517784,3502.0
SKU054,0.7651352449952872,0.9862847922549415,-0.08074514152691681,2479.0
SKU055,0.7457657044269538,0.9777177582714383,-0.0619014328632127,2962.0
SKU056,0.9162532053928546,1.1059907834101383,-0.006139784595023956,1302.0
SKU057,0.7290653894683536,0.9763837638376384,-0.07334486940497675,2710.0
SKU058,0.8622376199591358,1.073019801980198,-0.012863994910077392,1616.0
SKU059,1.070361217669715,1.311212814645309,-0.037682266066579095,874.0
SKU060,1.1538106148272962,1.3770949720670391,-0.03917632738186139,716.0
